#Theta,Phi,Pol,Theta,Phi,Mag
0,0,0,3.120435845,3.141592654,0.930408222
0,0,0.785398163,2.984965475,3.141592654,0.285606099
0,0,1.570796327,0.187240466,3.141592654,0.372826387
0.017453293,0,0,3.133031955,3.141592654,0.923393836
0.017453293,0,0.785398163,3.09630557,3.141592654,0.238714751
0.017453293,0,1.570796327,0.030554685,3.141592654,0.447038659
0.034906585,0,0,3.116804707,3.141592654,0.840938341
0.034906585,0,0.785398163,3.129049717,0,0.138790918
0.034906585,0,1.570796327,0.043245052,0,0.563847153
0.052359878,0,0,3.090319399,3.141592654,0.587542139
0.052359878,0,0.785398163,0.37210981,0,0.016155655
0.052359878,0,1.570796327,0.067767523,0,0.617848172
0.06981317,0,0,3.082499623,0,0.854862149
0.06981317,0,0.785398163,2.852728235,0,0.169221175
0.06981317,0,1.570796327,0.086079022,0,0.531156614
0.087266463,0,0,3.058956963,0,0.888702596
0.087266463,0,0.785398163,2.922012438,0,0.281140472
0.087266463,0,1.570796327,0.143209217,0,0.340253146
0.104719755,0,0,3.03874012,0,0.895693436
0.104719755,0,0.785398163,2.94682689,0,0.389280107
0.104719755,0,1.570796327,0.428725742,0,0.13915396
0.122173048,0,0,3.017262717,0,0.890977469
0.122173048,0,0.785398163,2.940645863,0,0.471068828
0.122173048,0,1.570796327,2.053126711,0,0.086250803
0.13962634,0,0,3.00434682,0,0.863207112
0.13962634,0,0.785398163,2.946966037,0,0.52766229
0.13962634,0,1.570796327,2.704683109,0,0.200030089
0.157079633,0,0,2.985919489,0,0.853106287
0.157079633,0,0.785398163,2.940584889,0,0.576589121
0.157079633,0,1.570796327,2.818170167,0,0.303379223
0.174532925,0,0,2.968038,0,0.849583155
0.174532925,0,0.785398163,2.926413016,0,0.61206542
0.174532925,0,1.570796327,2.836598428,0,0.376139324
0.191986218,0,0,2.950170422,0,0.843130074
0.191986218,0,0.785398163,2.910952487,0,0.63805555
0.191986218,0,1.570796327,2.837739078,0,0.432921897
0.20943951,0,0,2.932515328,0,0.839430411
0.20943951,0,0.785398163,2.893815013,0,0.658552286
0.20943951,0,1.570796327,2.827391232,0,0.475866777
0.226892803,0,0,2.914731866,0,0.834964062
