#Theta_in,Phi_in,Pol_in,Theta_out,Phi_out,Mag
0.0,0.0,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,0.0,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0,0.2617993877991494,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,0.2617993877991494,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0,0.5235987755982988,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,0.5235987755982988,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0,0.7853981633974483,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,0.7853981633974483,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0,1.0471975511965976,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,1.0471975511965976,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0,1.3089969389957472,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,1.3089969389957472,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0,1.5707963267948966,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,1.5707963267948966,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0,1.8325957145940461,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,1.8325957145940461,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0,2.0943951023931953,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,2.0943951023931953,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0,2.356194490192345,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,2.356194490192345,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0,2.6179938779914944,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,2.6179938779914944,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0,2.8797932657906435,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,2.8797932657906435,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0,3.141592653589793,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,3.141592653589793,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0,3.4033920413889427,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,3.4033920413889427,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0,3.6651914291880923,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,3.6651914291880923,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0,3.9269908169872414,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,3.9269908169872414,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0,4.1887902047863905,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,4.1887902047863905,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0,4.4505895925855405,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,4.4505895925855405,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0,4.71238898038469,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,4.71238898038469,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0,4.974188368183839,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,4.974188368183839,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0,5.235987755982989,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,5.235987755982989,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0,5.497787143782138,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,5.497787143782138,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0,5.759586531581287,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,5.759586531581287,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0,6.021385919380437,0.0,3.13217443327749,3.141592653589793,0.8019255662882684
0.0,6.021385919380437,1.5707963267948966,2.8157585900950353,3.141592653589793,0.5165275772889575
0.0017453292519943296,0.0,0.0,3.1342637247171727,3.141592653589793,0.8019115365203383
0.0017453292519943296,0.0,1.5707963267948966,2.817353249144355,3.141592653589793,0.5171257051240057
0.0017453292519943296,0.2617993877991494,0.0,3.134171082364865,3.0655624179127265,0.8019120844449487
0.0017453292519943296,0.2617993877991494,1.5707963267948966,2.8173031301830633,3.1388496854129246,0.5171133171441648
0.0017453292519943296,0.5235987755982988,0.0,3.133906240331501,2.999431743722104,0.8019136887941557
0.0017453292519943296,0.5235987755982988,1.5707963267948966,2.817152900283561,3.1362953484503913,0.517044485147141
0.0017453292519943296,0.7853981633974483,0.0,3.1335037486806785,2.9500293153258124,0.8019162346999903
0.0017453292519943296,0.7853981633974483,1.5707963267948966,2.816885151933233,3.134105526941566,0.5169539000056388
0.0017453292519943296,1.0471975511965976,0.0,3.1330093195675723,2.9200273301514397,0.8019195399775466
0.0017453292519943296,1.0471975511965976,1.5707963267948966,2.8165497551927396,3.132429676884416,0.5168223546357974
